InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
136212,43893,Water Bottle,12,2023-01-15 23:00:00,6.16,10066,France
143525,86329,Blue T-Shirt,8,2023-01-16 00:00:00,34.36,10804,India
147202,41007,White Mug,8,2023-01-16 01:00:00,41.51,10466,Netherlands
132635,49532,Pen Set,6,2023-01-16 02:00:00,14.12,10284,Netherlands
163208,64253,Water Bottle,3,2023-01-16 03:00:00,22.51,10600,France
133828,22323,Blue T-Shirt,5,2023-01-16 04:00:00,42.34,10416,India
118711,83379,Red Plate,2,2023-01-16 05:00:00,44.16,10099,Spain
103420,24210,Blue T-Shirt,14,2023-01-16 06:00:00,14.05,10188,Netherlands
196752,26456,Blue T-Shirt,5,2023-01-16 07:00:00,28.65,10988,Netherlands
100301,41367,Red Plate,14,2023-01-16 08:00:00,11.64,10889,Spain
145236,64624,Notebook,9,2023-01-16 09:00:00,7.34,10857,Germany
166235,20106,Notebook,10,2023-01-16 10:00:00,45.78,10387,Germany
154240,78008,White Mug,1,2023-01-16 11:00:00,41.47,10240,United Kingdom
165726,82240,White Mug,10,2023-01-16 12:00:00,38.6,10781,France
110492,74315,Notebook,5,2023-01-16 13:00:00,4.82,10730,India
106102,79249,Water Bottle,12,2023-01-16 14:00:00,42.58,10416,Netherlands
150336,80587,Pen Set,6,2023-01-16 15:00:00,23.31,10917,Netherlands
185314,20756,Blue T-Shirt,14,2023-01-16 16:00:00,18.76,10175,United Kingdom
126641,78011,Pen Set,11,2023-01-16 17:00:00,28.46,10386,Netherlands
134584,46378,Blue T-Shirt,7,2023-01-16 18:00:00,6.84,10470,France
132745,14255,Notebook,9,2023-01-16 19:00:00,38.44,10852,United Kingdom
123093,24484,White Mug,6,2023-01-16 20:00:00,30.17,10232,France
166105,66549,Water Bottle,5,2023-01-16 21:00:00,11.36,10662,United Kingdom
151885,44503,White Mug,12,2023-01-16 22:00:00,11.44,10451,Netherlands
136631,83794,Pen Set,7,2023-01-16 23:00:00,11.25,10276,United Kingdom
172991,55113,White Mug,13,2023-01-17 00:00:00,5.21,10228,Germany
104014,84069,Notebook,1,2023-01-17 01:00:00,30.42,10170,India
111093,15249,Water Bottle,11,2023-01-17 02:00:00,42.42,10734,Netherlands
118070,29201,Pen Set,14,2023-01-17 03:00:00,3.33,10212,Spain
135777,68576,Water Bottle,5,2023-01-17 04:00:00,4.83,10281,India
156958,19686,Blue T-Shirt,2,2023-01-17 05:00:00,29.71,10040,Netherlands
182074,63363,White Mug,4,2023-01-17 06:00:00,41.43,10121,India
110729,10661,Water Bottle,7,2023-01-17 07:00:00,18.02,10226,Germany
199713,54843,Red Plate,5,2023-01-17 08:00:00,19.11,10293,India
145017,70963,White Mug,12,2023-01-17 09:00:00,30.83,10599,United Kingdom
166320,52828,Blue T-Shirt,6,2023-01-17 10:00:00,15.53,10266,India
127751,58604,Water Bottle,2,2023-01-17 11:00:00,3.76,10540,Netherlands
178069,20526,Pen Set,3,2023-01-17 12:00:00,37.42,10758,Spain
154748,78910,Blue T-Shirt,7,2023-01-17 13:00:00,32.22,10827,Spain
105801,35592,Red Plate,11,2023-01-17 14:00:00,30.09,10450,France
119190,38982,Water Bottle,2,2023-01-17 15:00:00,37.73,10448,India
149689,10207,Notebook,12,2023-01-17 16:00:00,34.57,10755,Spain
150993,98733,White Mug,6,2023-01-17 17:00:00,12.28,10060,India
129592,78619,Pen Set,5,2023-01-17 18:00:00,19.24,10501,Spain
110647,39328,Notebook,10,2023-01-17 19:00:00,8.49,10146,India
108716,56479,Water Bottle,1,2023-01-17 20:00:00,8.67,10685,Netherlands
188891,30103,Water Bottle,12,2023-01-17 21:00:00,34.62,10944,India
187545,49891,Blue T-Shirt,11,2023-01-17 22:00:00,43.28,10789,Netherlands
189912,20754,Water Bottle,10,2023-01-17 23:00:00,48.23,10333,Netherlands
170316,91437,Pen Set,11,2023-01-18 00:00:00,32.35,10880,France
102368,82982,Notebook,4,2023-01-18 01:00:00,11.24,10952,Spain
177575,65922,Pen Set,11,2023-01-18 02:00:00,7.52,10890,United Kingdom
106655,58231,Red Plate,2,2023-01-18 03:00:00,41.11,10141,Netherlands
170031,39301,Red Plate,4,2023-01-18 04:00:00,29.99,10043,Spain
176429,72711,White Mug,1,2023-01-18 05:00:00,31.87,10143,Germany
191083,51323,White Mug,2,2023-01-18 06:00:00,39.62,10864,India
187922,28752,Red Plate,13,2023-01-18 07:00:00,35.91,10332,Germany
155766,92205,Water Bottle,8,2023-01-18 08:00:00,42.14,10997,India
113403,23395,Pen Set,6,2023-01-18 09:00:00,5.17,10496,France
132097,95957,Red Plate,2,2023-01-18 10:00:00,38.01,10395,Netherlands
178657,66273,White Mug,12,2023-01-18 11:00:00,42.92,10054,United Kingdom
110966,14895,Red Plate,6,2023-01-18 12:00:00,16.09,10306,Netherlands
199157,86559,Water Bottle,10,2023-01-18 13:00:00,32.92,10869,India
193848,20699,Red Plate,9,2023-01-18 14:00:00,17.42,10422,United Kingdom
152921,75061,Pen Set,7,2023-01-18 15:00:00,48.0,10416,Netherlands
149726,19715,Notebook,9,2023-01-18 16:00:00,4.09,10672,United Kingdom
150300,29169,Water Bottle,5,2023-01-18 17:00:00,30.04,10796,India
122677,26163,White Mug,7,2023-01-18 18:00:00,10.41,10324,France
155609,15782,Pen Set,11,2023-01-18 19:00:00,36.33,10709,France
196825,98177,Red Plate,14,2023-01-18 20:00:00,10.85,10670,Netherlands
156661,94328,Red Plate,7,2023-01-18 21:00:00,13.68,10079,Germany
131024,45585,Notebook,12,2023-01-18 22:00:00,25.98,10030,India
170313,40682,White Mug,12,2023-01-18 23:00:00,45.95,10984,Netherlands
153006,57864,White Mug,3,2023-01-19 00:00:00,12.56,10111,Netherlands
195285,94416,Blue T-Shirt,7,2023-01-19 01:00:00,9.35,10557,France
115338,65114,White Mug,1,2023-01-19 02:00:00,38.55,10864,United Kingdom
168027,48067,Notebook,9,2023-01-19 03:00:00,26.28,10716,India
192772,52685,Blue T-Shirt,10,2023-01-19 04:00:00,45.81,10563,United Kingdom
180135,28073,Blue T-Shirt,13,2023-01-19 05:00:00,9.46,10649,Spain
119508,46035,Red Plate,6,2023-01-19 06:00:00,33.18,10471,Spain
103051,74977,Red Plate,5,2023-01-19 07:00:00,13.56,10073,India
148747,93362,White Mug,7,2023-01-19 08:00:00,9.95,10552,Germany
187142,75450,Blue T-Shirt,5,2023-01-19 09:00:00,34.96,10478,Spain
187235,20382,Red Plate,10,2023-01-19 10:00:00,30.7,10588,France
154021,14437,Notebook,5,2023-01-19 11:00:00,38.35,10386,Germany
166412,80971,Red Plate,11,2023-01-19 12:00:00,17.2,10698,Netherlands
158335,74612,Water Bottle,10,2023-01-19 13:00:00,23.78,10881,Spain
156179,71929,Water Bottle,11,2023-01-19 14:00:00,21.76,10563,France
132093,22329,Red Plate,7,2023-01-19 15:00:00,49.24,10929,Netherlands
169678,35169,Blue T-Shirt,10,2023-01-19 16:00:00,16.38,10432,Germany
180738,97468,Blue T-Shirt,7,2023-01-19 17:00:00,16.5,10411,India
139734,44594,Pen Set,13,2023-01-19 18:00:00,19.34,10466,Netherlands
172615,86957,Water Bottle,11,2023-01-19 19:00:00,29.32,10598,United Kingdom
173523,70631,Notebook,3,2023-01-19 20:00:00,14.49,10620,India
194476,55033,Blue T-Shirt,3,2023-01-19 21:00:00,45.98,10991,India
117019,73133,White Mug,10,2023-01-19 22:00:00,15.12,10908,Germany
183613,83165,Water Bottle,12,2023-01-19 23:00:00,45.05,10736,Germany
191794,83861,Notebook,13,2023-01-20 00:00:00,7.42,10993,France
186672,62290,Notebook,3,2023-01-20 01:00:00,33.69,10992,France
173847,41750,Blue T-Shirt,6,2023-01-20 02:00:00,45.58,10247,United Kingdom
182750,50461,Notebook,12,2023-01-20 03:00:00,10.52,10580,India
179634,83800,Blue T-Shirt,6,2023-01-20 04:00:00,48.5,10119,United Kingdom
128251,88222,Red Plate,13,2023-01-20 05:00:00,24.01,10066,United Kingdom
125945,34226,Water Bottle,13,2023-01-20 06:00:00,47.42,10572,Germany
190852,16721,Pen Set,3,2023-01-20 07:00:00,34.65,10955,United Kingdom
132217,66154,Red Plate,3,2023-01-20 08:00:00,16.83,10326,United Kingdom
108308,30609,Water Bottle,8,2023-01-20 09:00:00,11.44,10919,Netherlands
105949,62130,Blue T-Shirt,8,2023-01-20 10:00:00,16.93,10702,France
151990,82909,Water Bottle,7,2023-01-20 11:00:00,6.92,10469,France
101150,65249,Blue T-Shirt,10,2023-01-20 12:00:00,9.33,10492,India
189480,58895,Red Plate,4,2023-01-20 13:00:00,7.47,10700,France
174740,15656,White Mug,4,2023-01-20 14:00:00,22.59,10662,Spain
166617,84520,White Mug,3,2023-01-20 15:00:00,40.29,10285,India
194841,73740,Water Bottle,5,2023-01-20 16:00:00,9.22,10955,Netherlands
116896,74309,White Mug,3,2023-01-20 17:00:00,8.69,10913,France
146175,39984,Blue T-Shirt,13,2023-01-20 18:00:00,33.06,10607,Netherlands
107805,83822,Notebook,8,2023-01-20 19:00:00,11.87,10311,France
105237,15901,Blue T-Shirt,7,2023-01-20 20:00:00,7.14,10308,France
120056,41552,Notebook,13,2023-01-20 21:00:00,10.43,10774,Netherlands
145543,41055,Red Plate,3,2023-01-20 22:00:00,46.38,10096,United Kingdom
156556,47685,Pen Set,9,2023-01-20 23:00:00,41.52,10964,United Kingdom
103343,83965,Notebook,12,2023-01-21 00:00:00,19.32,10112,United Kingdom
113500,24716,White Mug,14,2023-01-21 01:00:00,33.65,10987,Spain
153222,21138,Blue T-Shirt,13,2023-01-21 02:00:00,28.02,10636,United Kingdom
129375,45298,Red Plate,5,2023-01-21 03:00:00,34.66,10455,France
109662,61112,White Mug,9,2023-01-21 04:00:00,34.93,10462,Germany
116964,33429,Red Plate,7,2023-01-21 05:00:00,32.36,10947,Netherlands
159638,60200,Pen Set,7,2023-01-21 06:00:00,15.14,10131,Germany
173666,81308,Blue T-Shirt,6,2023-01-21 07:00:00,4.35,10929,Spain
185067,58244,Water Bottle,2,2023-01-21 08:00:00,24.14,10964,Germany
167215,27347,Blue T-Shirt,9,2023-01-21 09:00:00,44.82,10928,India
169042,26920,Pen Set,6,2023-01-21 10:00:00,29.55,10120,United Kingdom
113284,41822,Blue T-Shirt,8,2023-01-21 11:00:00,42.04,10196,Spain
172789,56659,Water Bottle,1,2023-01-21 12:00:00,49.6,10805,France
184664,50108,Notebook,5,2023-01-21 13:00:00,10.27,10481,United Kingdom
193468,99099,Red Plate,12,2023-01-21 14:00:00,35.36,10633,United Kingdom
161389,17967,Water Bottle,1,2023-01-21 15:00:00,34.53,10793,Germany
109435,21871,White Mug,10,2023-01-21 16:00:00,49.05,10896,India
154340,87452,Pen Set,11,2023-01-21 17:00:00,49.32,10771,United Kingdom
144078,84270,Notebook,14,2023-01-21 18:00:00,35.12,10038,Netherlands
178832,43613,White Mug,8,2023-01-21 19:00:00,14.07,10565,Netherlands
151293,38179,White Mug,8,2023-01-21 20:00:00,40.43,10511,United Kingdom
195981,62188,Pen Set,1,2023-01-21 21:00:00,7.58,10473,Germany
178781,65099,Notebook,9,2023-01-21 22:00:00,39.58,10160,Germany
160403,45262,White Mug,2,2023-01-21 23:00:00,45.73,10288,France
129124,88213,White Mug,12,2023-01-22 00:00:00,20.68,10199,Spain
195435,28268,Notebook,9,2023-01-22 01:00:00,32.46,10787,Spain
143919,87866,Blue T-Shirt,1,2023-01-22 02:00:00,22.93,10527,Spain
135247,96269,White Mug,12,2023-01-22 03:00:00,23.29,10916,India
194758,70545,Red Plate,10,2023-01-22 04:00:00,17.24,10684,Germany
191747,82146,Notebook,14,2023-01-22 05:00:00,38.7,10502,France
162752,81966,White Mug,14,2023-01-22 06:00:00,46.97,10247,Netherlands
156573,49922,Pen Set,9,2023-01-22 07:00:00,47.19,10382,Spain
159101,89364,Water Bottle,4,2023-01-22 08:00:00,10.8,10217,Netherlands
126646,52913,Red Plate,9,2023-01-22 09:00:00,44.05,10086,Netherlands
123049,65677,Water Bottle,7,2023-01-22 10:00:00,37.53,10081,United Kingdom
179605,59841,Water Bottle,11,2023-01-22 11:00:00,14.51,10061,India
198116,56332,White Mug,6,2023-01-22 12:00:00,5.7,10798,France
197379,35032,Red Plate,5,2023-01-22 13:00:00,15.23,10499,India
168385,47846,Red Plate,11,2023-01-22 14:00:00,45.83,10041,United Kingdom
140158,69474,Blue T-Shirt,9,2023-01-22 15:00:00,32.58,10011,France
165417,54936,Water Bottle,2,2023-01-22 16:00:00,36.75,10832,France
123289,39794,Red Plate,14,2023-01-22 17:00:00,14.71,10745,Germany
109823,71588,Blue T-Shirt,13,2023-01-22 18:00:00,36.67,10840,India
160160,80984,Notebook,11,2023-01-22 19:00:00,3.84,10642,India
141975,60331,Blue T-Shirt,14,2023-01-22 20:00:00,20.33,10114,Germany
109540,38141,Pen Set,12,2023-01-22 21:00:00,32.27,10217,Netherlands
116364,19074,White Mug,2,2023-01-22 22:00:00,9.44,10648,United Kingdom
104611,16406,Notebook,11,2023-01-22 23:00:00,41.59,10105,India
127663,33291,Notebook,12,2023-01-23 00:00:00,13.66,10690,Germany
151991,51568,Pen Set,9,2023-01-23 01:00:00,33.48,10527,France
157679,56851,Blue T-Shirt,12,2023-01-23 02:00:00,21.75,10471,Spain
130977,64823,White Mug,3,2023-01-23 03:00:00,30.81,10753,Germany
194704,33312,Blue T-Shirt,8,2023-01-23 04:00:00,7.6,10845,Spain
149115,53108,Red Plate,11,2023-01-23 05:00:00,3.3,10892,Netherlands
191007,76918,Blue T-Shirt,9,2023-01-23 06:00:00,45.7,10386,United Kingdom
188223,44171,Notebook,8,2023-01-23 07:00:00,15.31,10225,Spain
160890,51779,White Mug,4,2023-01-23 08:00:00,41.43,10480,Netherlands
166387,78828,Blue T-Shirt,12,2023-01-23 09:00:00,49.97,10753,Spain
118071,22411,White Mug,1,2023-01-23 10:00:00,12.54,10407,France
159275,67009,White Mug,4,2023-01-23 11:00:00,15.1,10456,France
172369,25422,Red Plate,14,2023-01-23 12:00:00,33.99,10652,France
111938,52468,Red Plate,9,2023-01-23 13:00:00,48.36,10897,France
135195,42371,Notebook,2,2023-01-23 14:00:00,46.0,10710,Germany
191680,67022,Pen Set,3,2023-01-23 15:00:00,26.39,10623,France
104000,81229,White Mug,10,2023-01-23 16:00:00,40.27,10638,France
170588,61196,Pen Set,8,2023-01-23 17:00:00,8.95,10020,Germany
193610,90354,Notebook,6,2023-01-23 18:00:00,48.93,10658,France
197856,36715,White Mug,8,2023-01-23 19:00:00,48.31,10600,Netherlands
138304,37605,White Mug,7,2023-01-23 20:00:00,10.28,10814,Netherlands
169449,41174,Water Bottle,14,2023-01-23 21:00:00,16.72,10917,India
182986,19956,Pen Set,13,2023-01-23 22:00:00,7.26,10202,Netherlands
189643,86373,Blue T-Shirt,13,2023-01-23 23:00:00,15.41,10416,United Kingdom
120764,79252,Red Plate,5,2023-01-24 00:00:00,41.26,10415,United Kingdom
186027,71949,Blue T-Shirt,9,2023-01-24 01:00:00,20.47,10447,United Kingdom
138494,72646,Pen Set,4,2023-01-24 02:00:00,6.7,10511,Germany
103373,80017,Red Plate,6,2023-01-24 03:00:00,18.76,10084,Netherlands
112161,73037,Blue T-Shirt,2,2023-01-24 04:00:00,49.12,10166,United Kingdom
197532,99818,Water Bottle,2,2023-01-24 05:00:00,32.41,10383,India
192658,16548,Red Plate,2,2023-01-24 06:00:00,22.27,10467,Germany
127350,83294,White Mug,10,2023-01-24 07:00:00,10.41,10071,India
193008,33177,Blue T-Shirt,7,2023-01-24 08:00:00,49.34,10809,Netherlands
194297,34022,Red Plate,13,2023-01-24 09:00:00,41.49,10996,France
125351,15542,Water Bottle,2,2023-01-24 10:00:00,15.87,10520,India
188668,70428,Red Plate,12,2023-01-24 11:00:00,5.83,10792,France
115305,32740,Red Plate,13,2023-01-24 12:00:00,5.19,10472,Germany
175353,69353,Water Bottle,2,2023-01-24 13:00:00,8.22,10992,India
176797,66532,Blue T-Shirt,9,2023-01-24 14:00:00,30.09,10257,India
165953,26052,Notebook,7,2023-01-24 15:00:00,46.62,10274,Spain
157458,57076,Blue T-Shirt,11,2023-01-24 16:00:00,26.1,10749,Germany
120358,63420,Pen Set,3,2023-01-24 17:00:00,42.54,10019,Germany
103267,10671,Water Bottle,3,2023-01-24 18:00:00,23.68,10489,United Kingdom
182745,10163,Blue T-Shirt,7,2023-01-24 19:00:00,36.16,10744,Netherlands
189588,51424,Red Plate,5,2023-01-24 20:00:00,37.26,10489,India
138513,63744,Water Bottle,10,2023-01-24 21:00:00,10.76,10732,India
126092,80331,White Mug,14,2023-01-24 22:00:00,19.66,10325,Germany
111338,20634,Blue T-Shirt,14,2023-01-24 23:00:00,32.77,10528,Germany
100412,14798,Water Bottle,6,2023-01-25 00:00:00,5.86,10891,Netherlands
107543,32420,Blue T-Shirt,13,2023-01-25 01:00:00,19.67,10088,Germany
133496,39300,Water Bottle,12,2023-01-25 02:00:00,27.9,10485,France
160692,99881,Red Plate,8,2023-01-25 03:00:00,49.82,10707,France
189084,20749,White Mug,9,2023-01-25 04:00:00,25.04,10349,Spain
192920,35121,White Mug,1,2023-01-25 05:00:00,41.26,10083,France
144425,47487,Pen Set,3,2023-01-25 06:00:00,23.02,10386,France
138756,43361,Water Bottle,11,2023-01-25 07:00:00,40.33,10086,Netherlands
118888,31223,Blue T-Shirt,7,2023-01-25 08:00:00,30.78,10306,India
135735,82930,White Mug,6,2023-01-25 09:00:00,44.61,10849,France
147295,24056,White Mug,7,2023-01-25 10:00:00,22.02,10153,Spain
183042,38380,Notebook,8,2023-01-25 11:00:00,31.2,10439,Germany
185999,36035,Notebook,6,2023-01-25 12:00:00,32.43,10739,France
117955,40620,White Mug,3,2023-01-25 13:00:00,22.33,10959,Spain
137841,29877,Water Bottle,2,2023-01-25 14:00:00,9.35,10263,Netherlands
170640,65316,Pen Set,12,2023-01-25 15:00:00,6.94,10976,Germany
165510,74041,White Mug,7,2023-01-25 16:00:00,3.29,10734,Spain
134911,63352,Red Plate,12,2023-01-25 17:00:00,43.99,10420,France
159031,40911,Blue T-Shirt,12,2023-01-25 18:00:00,13.73,10492,India
188726,42784,Pen Set,12,2023-01-25 19:00:00,12.55,10632,Germany
107357,13191,Red Plate,11,2023-01-25 20:00:00,37.46,10992,Germany
132479,43160,Pen Set,1,2023-01-25 21:00:00,17.7,10410,India
161476,74641,Red Plate,3,2023-01-25 22:00:00,26.54,10172,Germany
144811,59723,Blue T-Shirt,12,2023-01-25 23:00:00,10.22,10003,France
136208,13631,Blue T-Shirt,11,2023-01-26 00:00:00,48.09,10853,Germany
120150,16172,Notebook,4,2023-01-26 01:00:00,42.95,10639,France
171180,52080,Water Bottle,13,2023-01-26 02:00:00,43.53,10985,India
143286,99097,Red Plate,14,2023-01-26 03:00:00,21.82,10991,United Kingdom
168450,30281,Notebook,1,2023-01-26 04:00:00,38.71,10471,India
121352,38671,Red Plate,5,2023-01-26 05:00:00,9.33,10109,France
155069,61431,Notebook,10,2023-01-26 06:00:00,2.91,10866,Netherlands
114397,38602,Blue T-Shirt,3,2023-01-26 07:00:00,3.45,10036,India
141555,98789,Pen Set,2,2023-01-26 08:00:00,30.36,10991,Netherlands
146959,61399,Notebook,3,2023-01-26 09:00:00,24.13,10582,Netherlands
100728,33472,Red Plate,8,2023-01-26 10:00:00,27.11,10800,France
150517,59230,Red Plate,6,2023-01-26 11:00:00,2.85,10030,France
166234,83616,Water Bottle,13,2023-01-26 12:00:00,22.58,10950,United Kingdom
139954,17099,Blue T-Shirt,14,2023-01-26 13:00:00,36.61,10380,Spain
147280,35431,Red Plate,7,2023-01-26 14:00:00,23.53,10267,Germany
179459,66492,White Mug,12,2023-01-26 15:00:00,37.28,10010,India
116779,57684,Pen Set,6,2023-01-26 16:00:00,13.57,10343,France
163932,40111,Notebook,6,2023-01-26 17:00:00,41.12,10839,India
172936,73936,Water Bottle,12,2023-01-26 18:00:00,30.45,10543,Spain
124466,32614,Pen Set,3,2023-01-26 19:00:00,12.51,10568,Spain
136939,51991,Blue T-Shirt,12,2023-01-26 20:00:00,13.74,10165,Netherlands
169896,80476,Water Bottle,13,2023-01-26 21:00:00,32.33,10699,Germany
135270,70920,Notebook,14,2023-01-26 22:00:00,41.92,10341,United Kingdom
159163,73530,Notebook,8,2023-01-26 23:00:00,22.24,10481,India
182637,46224,White Mug,12,2023-01-27 00:00:00,14.77,10018,Germany
151934,17788,Blue T-Shirt,7,2023-01-27 01:00:00,43.68,10627,United Kingdom
164895,38082,Water Bottle,7,2023-01-27 02:00:00,34.29,10979,India
132307,99570,Water Bottle,6,2023-01-27 03:00:00,23.78,10183,Germany
154098,86816,Red Plate,5,2023-01-27 04:00:00,25.68,10781,France
160921,93588,White Mug,10,2023-01-27 05:00:00,12.2,10544,India
105486,26531,White Mug,8,2023-01-27 06:00:00,32.27,10009,Germany
108335,98340,Water Bottle,5,2023-01-27 07:00:00,19.54,10591,Spain
186900,54857,Water Bottle,9,2023-01-27 08:00:00,49.79,10191,United Kingdom
189112,20142,Pen Set,9,2023-01-27 09:00:00,25.31,10319,Germany
197203,58355,Pen Set,1,2023-01-27 10:00:00,25.58,10701,France
111130,19866,Pen Set,6,2023-01-27 11:00:00,29.38,10579,India
187508,80067,White Mug,7,2023-01-27 12:00:00,46.05,10474,India
160566,74027,Red Plate,3,2023-01-27 13:00:00,40.54,10859,India
166703,67906,Notebook,7,2023-01-27 14:00:00,23.93,10636,France
127192,38138,Pen Set,11,2023-01-27 15:00:00,36.64,10426,United Kingdom
101062,39956,Red Plate,11,2023-01-27 16:00:00,30.35,10847,India
184076,86295,Blue T-Shirt,7,2023-01-27 17:00:00,25.89,10058,United Kingdom
189780,15439,Pen Set,14,2023-01-27 18:00:00,11.63,10435,Germany
121545,57241,Notebook,13,2023-01-27 19:00:00,24.54,10096,Spain
121689,52533,Blue T-Shirt,11,2023-01-27 20:00:00,14.18,10495,Spain
111174,38270,Blue T-Shirt,2,2023-01-27 21:00:00,45.96,10786,United Kingdom
188461,88815,Notebook,7,2023-01-27 22:00:00,18.43,10660,United Kingdom
109348,49279,Pen Set,1,2023-01-27 23:00:00,47.73,10277,Spain
123714,33888,White Mug,5,2023-01-28 00:00:00,27.82,10264,India
138102,27630,Notebook,9,2023-01-28 01:00:00,32.5,10008,Netherlands
174460,71063,Notebook,7,2023-01-28 02:00:00,28.29,10456,Netherlands
189930,45144,Notebook,7,2023-01-28 03:00:00,8.65,10794,France
106801,62161,Blue T-Shirt,11,2023-01-28 04:00:00,20.35,10272,Spain
172267,87360,Red Plate,13,2023-01-28 05:00:00,7.21,10939,Spain
148136,60979,White Mug,12,2023-01-28 06:00:00,32.09,10812,France
123625,16979,Pen Set,2,2023-01-28 07:00:00,23.73,10007,Netherlands
182873,36189,Pen Set,8,2023-01-28 08:00:00,39.45,10207,Germany
172592,52600,Red Plate,3,2023-01-28 09:00:00,12.97,10913,India
177052,69560,Notebook,8,2023-01-28 10:00:00,10.32,10636,India
144261,88040,White Mug,3,2023-01-28 11:00:00,21.8,10122,Germany
101542,71558,Pen Set,10,2023-01-28 12:00:00,46.51,10032,Germany
121677,96205,Water Bottle,7,2023-01-28 13:00:00,36.25,10512,Netherlands
146732,16910,Pen Set,2,2023-01-28 14:00:00,22.4,10203,France
150343,67713,Notebook,4,2023-01-28 15:00:00,27.07,10517,Germany
139081,56857,Water Bottle,11,2023-01-28 16:00:00,6.5,10808,France
162856,44964,Red Plate,6,2023-01-28 17:00:00,49.27,10950,United Kingdom
193105,95667,White Mug,11,2023-01-28 18:00:00,34.15,10516,India
188858,35227,Red Plate,9,2023-01-28 19:00:00,16.06,10442,Netherlands
119065,15978,Red Plate,5,2023-01-28 20:00:00,30.33,10591,India
183460,97527,White Mug,13,2023-01-28 21:00:00,7.7,10785,Netherlands
188092,27153,White Mug,9,2023-01-28 22:00:00,48.38,10688,United Kingdom
154693,69765,Pen Set,5,2023-01-28 23:00:00,10.8,10849,India
126962,49071,Pen Set,10,2023-01-29 00:00:00,33.28,10832,United Kingdom
128295,79519,White Mug,8,2023-01-29 01:00:00,14.16,10338,Netherlands
113807,19503,Water Bottle,13,2023-01-29 02:00:00,36.58,10437,Germany
142348,70703,Blue T-Shirt,13,2023-01-29 03:00:00,39.4,10444,India
126432,74379,Pen Set,1,2023-01-29 04:00:00,34.49,10135,United Kingdom
183285,67866,Blue T-Shirt,7,2023-01-29 05:00:00,31.69,10386,Spain
191792,26905,Water Bottle,4,2023-01-29 06:00:00,44.89,10024,India
157854,55838,White Mug,5,2023-01-29 07:00:00,6.23,10505,India
140262,68279,Water Bottle,6,2023-01-29 08:00:00,18.22,10324,India
137080,99489,Pen Set,5,2023-01-29 09:00:00,14.29,10694,France
101324,36806,Red Plate,12,2023-01-29 10:00:00,49.43,10679,United Kingdom
191267,55000,White Mug,1,2023-01-29 11:00:00,21.0,10978,United Kingdom
135909,32168,Notebook,12,2023-01-29 12:00:00,37.3,10337,India
189339,80119,Blue T-Shirt,9,2023-01-29 13:00:00,35.02,10689,Germany
119870,48714,Water Bottle,2,2023-01-29 14:00:00,12.57,10884,India
134578,64093,White Mug,9,2023-01-29 15:00:00,13.85,10094,France
172124,65419,Water Bottle,10,2023-01-29 16:00:00,15.86,10544,Netherlands
126790,59145,White Mug,2,2023-01-29 17:00:00,22.03,10622,France
125289,87425,Pen Set,9,2023-01-29 18:00:00,13.63,10145,Germany
155129,87811,Pen Set,6,2023-01-29 19:00:00,3.43,10892,India
193714,12461,Pen Set,11,2023-01-29 20:00:00,44.27,10952,United Kingdom
194246,24291,Water Bottle,9,2023-01-29 21:00:00,48.37,10230,Spain
115485,56804,Notebook,13,2023-01-29 22:00:00,18.72,10783,India
144482,86971,Pen Set,6,2023-01-29 23:00:00,18.58,10847,Germany
186188,74946,White Mug,6,2023-01-30 00:00:00,2.84,10494,United Kingdom
104748,94080,Pen Set,13,2023-01-30 01:00:00,34.81,10037,France
186769,71332,Red Plate,11,2023-01-30 02:00:00,41.71,10424,Netherlands
109435,87794,Pen Set,14,2023-01-30 03:00:00,9.46,10646,Netherlands
103709,40841,Water Bottle,2,2023-01-30 04:00:00,10.08,10845,India
130355,58758,Notebook,8,2023-01-30 05:00:00,40.03,10746,France
155771,86272,Red Plate,3,2023-01-30 06:00:00,31.77,10436,Spain
157799,47643,Water Bottle,7,2023-01-30 07:00:00,4.63,10830,Spain
113116,60408,Water Bottle,5,2023-01-30 08:00:00,32.07,10367,Germany
125470,53950,Water Bottle,3,2023-01-30 09:00:00,17.17,10344,Netherlands
142344,66849,White Mug,1,2023-01-30 10:00:00,20.01,10159,France
142918,38044,Water Bottle,8,2023-01-30 11:00:00,39.06,10549,India
152224,25997,White Mug,3,2023-01-30 12:00:00,41.02,10661,United Kingdom
139298,89751,Water Bottle,2,2023-01-30 13:00:00,21.52,10911,India
180219,33911,Blue T-Shirt,1,2023-01-30 14:00:00,47.49,10819,India
161629,65533,Red Plate,4,2023-01-30 15:00:00,21.81,10540,France
166040,92566,Blue T-Shirt,13,2023-01-30 16:00:00,39.16,10143,Netherlands
199518,24571,Water Bottle,8,2023-01-30 17:00:00,25.48,10587,France
199835,67941,Red Plate,13,2023-01-30 18:00:00,45.13,10656,United Kingdom
128016,68005,Red Plate,3,2023-01-30 19:00:00,45.62,10740,France
123960,96250,Notebook,14,2023-01-30 20:00:00,6.65,10575,Germany
133591,68712,Blue T-Shirt,1,2023-01-30 21:00:00,46.98,10858,India
182848,53541,Notebook,4,2023-01-30 22:00:00,41.71,10344,Netherlands
167641,33387,Red Plate,9,2023-01-30 23:00:00,40.09,10268,Spain
